Município;Cód. IBGE;UF;Região;Fabricante;Doses Aplicadas;Dose 1;Dose 2
Tapejara;432090;RS;Sul;BUTANTAN/SINOVAC;5249;2711;2538
Tapejara;432090;RS;Sul;PFIZER/BIONTECH;1681;1681;0
Tapejara;432090;RS;Sul;JANSSEN;561;0;0
Tapera;432100;RS;Sul;FIOCRUZ/ASTRAZENECA;3699;3010;689
Tapera;432100;RS;Sul;BUTANTAN/SINOVAC;3265;1700;1565
Tapera;432100;RS;Sul;PFIZER/BIONTECH;745;745;0
Tapera;432100;RS;Sul;JANSSEN;223;0;0
Taperoá;251650;PB;Nordeste;BUTANTAN/SINOVAC;3530;1904;1626
Taperoá;251650;PB;Nordeste;FIOCRUZ/ASTRAZENECA;3183;2853;330
Taperoá;251650;PB;Nordeste;PFIZER/BIONTECH;421;420;1
Taperoá;251650;PB;Nordeste;JANSSEN;77;0;0
Taperoá;293120;BA;Nordeste;FIOCRUZ/ASTRAZENECA;4155;3622;533
Taperoá;293120;BA;Nordeste;BUTANTAN/SINOVAC;3486;2032;1454
Taperoá;293120;BA;Nordeste;PFIZER/BIONTECH;715;714;1
Taperoá;293120;BA;Nordeste;JANSSEN;75;0;0
Tapes;432110;RS;Sul;FIOCRUZ/ASTRAZENECA;4900;4533;367
Tapes;432110;RS;Sul;BUTANTAN/SINOVAC;4873;2383;2490
Tapes;432110;RS;Sul;PFIZER/BIONTECH;698;698;0
Tapes;432110;RS;Sul;JANSSEN;44;0;0
Tapira;316810;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1602;1486;116
Tapira;316810;MG;Sudeste;BUTANTAN/SINOVAC;1216;637;579
Tapira;316810;MG;Sudeste;PFIZER/BIONTECH;186;186;0
Tapira;316810;MG;Sudeste;JANSSEN;92;0;0
Tapira;412690;PR;Sul;FIOCRUZ/ASTRAZENECA;2163;1994;169
Tapira;412690;PR;Sul;BUTANTAN/SINOVAC;1590;833;757
Tapira;412690;PR;Sul;PFIZER/BIONTECH;140;140;0
Tapira;412690;PR;Sul;JANSSEN;129;0;0
Tapiraí;316820;MG;Sudeste;BUTANTAN/SINOVAC;997;533;464
Tapiraí;316820;MG;Sudeste;FIOCRUZ/ASTRAZENECA;941;845;96
Tapiraí;316820;MG;Sudeste;PFIZER/BIONTECH;67;67;0
Tapiraí;355350;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2278;2138;140
Tapiraí;355350;SP;Sudeste;BUTANTAN/SINOVAC;2245;1235;1010
Tapiraí;355350;SP;Sudeste;PFIZER/BIONTECH;372;372;0
Tapiraí;355350;SP;Sudeste;JANSSEN;214;0;0
Tapiramutá;293130;BA;Nordeste;FIOCRUZ/ASTRAZENECA;3417;2959;458
Tapiramutá;293130;BA;Nordeste;BUTANTAN/SINOVAC;2768;1554;1214
Tapiramutá;293130;BA;Nordeste;PFIZER/BIONTECH;820;817;3
Tapiramutá;293130;BA;Nordeste;JANSSEN;206;0;0
Tapiratiba;355360;SP;Sudeste;FIOCRUZ/ASTRAZENECA;3941;3585;356
Tapiratiba;355360;SP;Sudeste;BUTANTAN/SINOVAC;3320;1789;1531
Tapiratiba;355360;SP;Sudeste;PFIZER/BIONTECH;645;644;1
Tapiratiba;355360;SP;Sudeste;JANSSEN;363;0;0
Tapurah;510800;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1813;1671;142
Tapurah;510800;MT;Centro-Oeste;BUTANTAN/SINOVAC;953;523;430
Tapurah;510800;MT;Centro-Oeste;PFIZER/BIONTECH;318;318;0
Tapurah;510800;MT;Centro-Oeste;JANSSEN;70;0;0
Taquara;432120;RS;Sul;FIOCRUZ/ASTRAZENECA;16384;14447;1937
Taquara;432120;RS;Sul;BUTANTAN/SINOVAC;14264;7605;6659
Taquara;432120;RS;Sul;PFIZER/BIONTECH;2798;2793;5
Taquara;432120;RS;Sul;JANSSEN;681;0;0
Taquaraçu De Minas;316830;MG;Sudeste;BUTANTAN/SINOVAC;893;443;450
Taquaraçu De Minas;316830;MG;Sudeste;FIOCRUZ/ASTRAZENECA;669;557;112
Taquaral;355365;SP;Sudeste;FIOCRUZ/ASTRAZENECA;874;812;62
Taquaral;355365;SP;Sudeste;BUTANTAN/SINOVAC;760;409;351
Taquaral;355365;SP;Sudeste;PFIZER/BIONTECH;155;154;1
Taquaral;355365;SP;Sudeste;JANSSEN;75;0;0
Taquaral De Goiás;522100;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1202;1040;162
Taquaral De Goiás;522100;GO;Centro-Oeste;BUTANTAN/SINOVAC;939;509;430
Taquaral De Goiás;522100;GO;Centro-Oeste;PFIZER/BIONTECH;141;141;0
Taquaral De Goiás;522100;GO;Centro-Oeste;JANSSEN;36;0;0
Taquarana;270910;AL;Nordeste;FIOCRUZ/ASTRAZENECA;5552;4888;664
Taquarana;270910;AL;Nordeste;BUTANTAN/SINOVAC;4102;2421;1681
Taquari;432130;RS;Sul;FIOCRUZ/ASTRAZENECA;8522;6938;1584
Taquari;432130;RS;Sul;BUTANTAN/SINOVAC;8326;4303;4023
Taquari;432130;RS;Sul;PFIZER/BIONTECH;1920;1916;4
Taquari;432130;RS;Sul;JANSSEN;632;0;0
Taquaritinga;355370;SP;Sudeste;FIOCRUZ/ASTRAZENECA;16654;15227;1427
Taquaritinga;355370;SP;Sudeste;BUTANTAN/SINOVAC;15656;8630;7026
Taquaritinga;355370;SP;Sudeste;PFIZER/BIONTECH;2803;2801;2
Taquaritinga;355370;SP;Sudeste;JANSSEN;1607;0;0
Taquaritinga Do Norte;261500;PE;Nordeste;FIOCRUZ/ASTRAZENECA;5360;4857;503
Taquaritinga Do Norte;261500;PE;Nordeste;BUTANTAN/SINOVAC;3900;2024;1876
Taquaritinga Do Norte;261500;PE;Nordeste;PFIZER/BIONTECH;1151;1151;0
Taquaritinga Do Norte;261500;PE;Nordeste;JANSSEN;80;0;0
Taquarituba;355380;SP;Sudeste;FIOCRUZ/ASTRAZENECA;7224;6630;594
Taquarituba;355380;SP;Sudeste;BUTANTAN/SINOVAC;6195;3404;2791
Taquarituba;355380;SP;Sudeste;PFIZER/BIONTECH;1239;1238;1
Taquarituba;355380;SP;Sudeste;JANSSEN;484;0;0
Taquarivaí;355385;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1324;1273;51
Taquarivaí;355385;SP;Sudeste;BUTANTAN/SINOVAC;958;526;432
Taquarivaí;355385;SP;Sudeste;PFIZER/BIONTECH;265;265;0
Taquarivaí;355385;SP;Sudeste;JANSSEN;128;0;0
Taquaruçu Do Sul;432132;RS;Sul;FIOCRUZ/ASTRAZENECA;1131;966;165
Taquaruçu Do Sul;432132;RS;Sul;BUTANTAN/SINOVAC;1124;582;542
Taquaruçu Do Sul;432132;RS;Sul;PFIZER/BIONTECH;276;276;0
Taquaruçu Do Sul;432132;RS;Sul;JANSSEN;75;0;0
Taquarussu;500797;MS;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1210;906;304
Taquarussu;500797;MS;Centro-Oeste;BUTANTAN/SINOVAC;924;496;428
Taquarussu;500797;MS;Centro-Oeste;PFIZER/BIONTECH;282;264;18
Taquarussu;500797;MS;Centro-Oeste;JANSSEN;190;0;0
Tarabai;355390;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1801;1655;146
Tarabai;355390;SP;Sudeste;BUTANTAN/SINOVAC;1635;922;713
Tarabai;355390;SP;Sudeste;PFIZER/BIONTECH;363;363;0
Tarabai;355390;SP;Sudeste;JANSSEN;234;0;0
Tarauacá;120060;AC;Norte;FIOCRUZ/ASTRAZENECA;7888;7242;646
Tarauacá;120060;AC;Norte;BUTANTAN/SINOVAC;4551;2535;2016
Tarrafas;231325;CE;Nordeste;BUTANTAN/SINOVAC;1873;964;909
Tarrafas;231325;CE;Nordeste;FIOCRUZ/ASTRAZENECA;816;680;136
Tartarugalzinho;160070;AP;Norte;BUTANTAN/SINOVAC;2095;1136;959
Tartarugalzinho;160070;AP;Norte;FIOCRUZ/ASTRAZENECA;1958;1826;132
Tartarugalzinho;160070;AP;Norte;PFIZER/BIONTECH;521;520;1
Tarumã;355395;SP;Sudeste;FIOCRUZ/ASTRAZENECA;4478;4201;277
Tarumã;355395;SP;Sudeste;BUTANTAN/SINOVAC;2967;1649;1318
Tarumã;355395;SP;Sudeste;PFIZER/BIONTECH;904;904;0
Tarumã;355395;SP;Sudeste;JANSSEN;424;0;0
Tarumirim;316840;MG;Sudeste;BUTANTAN/SINOVAC;4065;2197;1868
Tarumirim;316840;MG;Sudeste;FIOCRUZ/ASTRAZENECA;4057;3466;591
Tarumirim;316840;MG;Sudeste;PFIZER/BIONTECH;785;784;1
Tarumirim;316840;MG;Sudeste;JANSSEN;114;0;0
Tasso Fragoso;211200;MA;Nordeste;FIOCRUZ/ASTRAZENECA;1207;1085;122
Tasso Fragoso;211200;MA;Nordeste;BUTANTAN/SINOVAC;1060;590;470
Tasso Fragoso;211200;MA;Nordeste;JANSSEN;70;0;0
Tatuí;355400;SP;Sudeste;FIOCRUZ/ASTRAZENECA;35499;32376;3123
Tatuí;355400;SP;Sudeste;BUTANTAN/SINOVAC;30572;17959;12613
Tatuí;355400;SP;Sudeste;PFIZER/BIONTECH;6012;6009;3
Tatuí;355400;SP;Sudeste;JANSSEN;5426;0;0
Tauá;231330;CE;Nordeste;BUTANTAN/SINOVAC;10609;5962;4647
Tauá;231330;CE;Nordeste;FIOCRUZ/ASTRAZENECA;7830;6902;928
Taubaté;355410;SP;Sudeste;FIOCRUZ/ASTRAZENECA;85521;80137;5384
Taubaté;355410;SP;Sudeste;BUTANTAN/SINOVAC;68567;39041;29526
Taubaté;355410;SP;Sudeste;PFIZER/BIONTECH;8583;8574;9
Taubaté;355410;SP;Sudeste;JANSSEN;1225;0;0
Tavares;251660;PB;Nordeste;BUTANTAN/SINOVAC;3320;1731;1589
Tavares;251660;PB;Nordeste;FIOCRUZ/ASTRAZENECA;2842;2593;249
Tavares;251660;PB;Nordeste;PFIZER/BIONTECH;640;640;0
Tavares;251660;PB;Nordeste;JANSSEN;163;0;0
Tavares;432135;RS;Sul;BUTANTAN/SINOVAC;2077;1072;1005
Tavares;432135;RS;Sul;FIOCRUZ/ASTRAZENECA;1834;1453;381
Tavares;432135;RS;Sul;PFIZER/BIONTECH;267;266;1
Tavares;432135;RS;Sul;JANSSEN;89;0;0
Tefé;130420;AM;Norte;FIOCRUZ/ASTRAZENECA;20183;17207;2976
Tefé;130420;AM;Norte;BUTANTAN/SINOVAC;13761;8687;5074
Tefé;130420;AM;Norte;JANSSEN;1;0;0
Teixeira;251670;PB;Nordeste;BUTANTAN/SINOVAC;4656;2816;1840
Teixeira;251670;PB;Nordeste;FIOCRUZ/ASTRAZENECA;3127;2840;287
Teixeira;251670;PB;Nordeste;PFIZER/BIONTECH;863;863;0
Teixeira;251670;PB;Nordeste;JANSSEN;233;0;0
Teixeira De Freitas;293135;BA;Nordeste;BUTANTAN/SINOVAC;25583;13625;11958
Teixeira De Freitas;293135;BA;Nordeste;FIOCRUZ/ASTRAZENECA;25010;21922;3088
Teixeira De Freitas;293135;BA;Nordeste;PFIZER/BIONTECH;5701;5700;1
Teixeira De Freitas;293135;BA;Nordeste;JANSSEN;1164;0;0
Teixeira Soares;412700;PR;Sul;FIOCRUZ/ASTRAZENECA;2835;2680;155
Teixeira Soares;412700;PR;Sul;BUTANTAN/SINOVAC;2240;1214;1026
Teixeira Soares;412700;PR;Sul;PFIZER/BIONTECH;542;542;0
Teixeira Soares;412700;PR;Sul;JANSSEN;125;0;0
Teixeiras;316850;MG;Sudeste;FIOCRUZ/ASTRAZENECA;3124;2958;166
Teixeiras;316850;MG;Sudeste;BUTANTAN/SINOVAC;3123;1744;1379
Teixeiras;316850;MG;Sudeste;PFIZER/BIONTECH;345;344;1
Teixeirópolis;110155;RO;Norte;FIOCRUZ/ASTRAZENECA;1634;1542;92
Teixeirópolis;110155;RO;Norte;BUTANTAN/SINOVAC;1350;695;655
Teixeirópolis;110155;RO;Norte;PFIZER/BIONTECH;297;297;0
Teixeirópolis;110155;RO;Norte;JANSSEN;115;0;0
Tejuçuoca;231335;CE;Nordeste;BUTANTAN/SINOVAC;1354;783;571
Tejuçuoca;231335;CE;Nordeste;FIOCRUZ/ASTRAZENECA;760;644;116
Tejupá;355420;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1173;1109;64
Tejupá;355420;SP;Sudeste;BUTANTAN/SINOVAC;1103;634;469
Tejupá;355420;SP;Sudeste;PFIZER/BIONTECH;163;163;0
Tejupá;355420;SP;Sudeste;JANSSEN;93;0;0
Telêmaco Borba;412710;PR;Sul;FIOCRUZ/ASTRAZENECA;18511;16463;2048
Telêmaco Borba;412710;PR;Sul;BUTANTAN/SINOVAC;13513;7052;6461
Telêmaco Borba;412710;PR;Sul;PFIZER/BIONTECH;7109;7106;3
Telêmaco Borba;412710;PR;Sul;JANSSEN;2066;0;0
Telha;280730;SE;Nordeste;BUTANTAN/SINOVAC;663;385;278
Telha;280730;SE;Nordeste;FIOCRUZ/ASTRAZENECA;484;484;0
Telha;280730;SE;Nordeste;PFIZER/BIONTECH;72;72;0
Tenente Ananias;241410;RN;Nordeste;FIOCRUZ/ASTRAZENECA;2831;2648;183
Tenente Ananias;241410;RN;Nordeste;BUTANTAN/SINOVAC;2479;1264;1215
Tenente Ananias;241410;RN;Nordeste;PFIZER/BIONTECH;563;563;0
Tenente Ananias;241410;RN;Nordeste;JANSSEN;133;0;0
Tenente Laurentino Cruz;241415;RN;Nordeste;FIOCRUZ/ASTRAZENECA;1353;1228;125
Tenente Laurentino Cruz;241415;RN;Nordeste;BUTANTAN/SINOVAC;1218;697;521
Tenente Laurentino Cruz;241415;RN;Nordeste;PFIZER/BIONTECH;261;261;0
Tenente Laurentino Cruz;241415;RN;Nordeste;JANSSEN;41;0;0
Tenente Portela;432140;RS;Sul;BUTANTAN/SINOVAC;6964;3644;3320
Tenente Portela;432140;RS;Sul;FIOCRUZ/ASTRAZENECA;4320;3541;779
Tenente Portela;432140;RS;Sul;PFIZER/BIONTECH;1058;1058;0
Tenente Portela;432140;RS;Sul;JANSSEN;321;0;0
Tenório;251675;PB;Nordeste;BUTANTAN/SINOVAC;561;275;286
Tenório;251675;PB;Nordeste;FIOCRUZ/ASTRAZENECA;322;299;23
Tenório;251675;PB;Nordeste;PFIZER/BIONTECH;12;12;0
Teodoro Sampaio;293140;BA;Nordeste;BUTANTAN/SINOVAC;2096;1107;989
Teodoro Sampaio;293140;BA;Nordeste;FIOCRUZ/ASTRAZENECA;1888;1604;284
Teodoro Sampaio;293140;BA;Nordeste;PFIZER/BIONTECH;387;387;0
Teodoro Sampaio;293140;BA;Nordeste;JANSSEN;35;0;0
Teodoro Sampaio;355430;SP;Sudeste;FIOCRUZ/ASTRAZENECA;6551;6118;433
Teodoro Sampaio;355430;SP;Sudeste;BUTANTAN/SINOVAC;5299;2934;2365
Teodoro Sampaio;355430;SP;Sudeste;PFIZER/BIONTECH;1525;1521;4
Teodoro Sampaio;355430;SP;Sudeste;JANSSEN;386;0;0
Teofilândia;293150;BA;Nordeste;FIOCRUZ/ASTRAZENECA;5255;4479;776
Teofilândia;293150;BA;Nordeste;BUTANTAN/SINOVAC;4167;2280;1887
Teofilândia;293150;BA;Nordeste;PFIZER/BIONTECH;1007;1006;1
Teofilândia;293150;BA;Nordeste;JANSSEN;256;0;0
Teófilo Otoni;316860;MG;Sudeste;BUTANTAN/SINOVAC;30379;16535;13844
Teófilo Otoni;316860;MG;Sudeste;FIOCRUZ/ASTRAZENECA;15244;14149;1095
Teófilo Otoni;316860;MG;Sudeste;PFIZER/BIONTECH;3036;3031;5
Teófilo Otoni;316860;MG;Sudeste;JANSSEN;46;0;0
Teolândia;293160;BA;Nordeste;FIOCRUZ/ASTRAZENECA;958;910;48
Teolândia;293160;BA;Nordeste;BUTANTAN/SINOVAC;889;535;354
Teolândia;293160;BA;Nordeste;PFIZER/BIONTECH;22;22;0
Teotônio Vilela;270915;AL;Nordeste;FIOCRUZ/ASTRAZENECA;8105;7185;920
Teotônio Vilela;270915;AL;Nordeste;BUTANTAN/SINOVAC;5754;3000;2754
Teotônio Vilela;270915;AL;Nordeste;PFIZER/BIONTECH;3380;3376;4
Teotônio Vilela;270915;AL;Nordeste;JANSSEN;127;0;0
Terenos;500800;MS;Centro-Oeste;FIOCRUZ/ASTRAZENECA;5348;4347;1001
Terenos;500800;MS;Centro-Oeste;BUTANTAN/SINOVAC;4656;2693;1963
Terenos;500800;MS;Centro-Oeste;PFIZER/BIONTECH;648;644;4
Terenos;500800;MS;Centro-Oeste;JANSSEN;285;0;0
Teresina;221100;PI;Nordeste;FIOCRUZ/ASTRAZENECA;212319;183474;28845
Teresina;221100;PI;Nordeste;BUTANTAN/SINOVAC;157951;82987;74964
Teresina;221100;PI;Nordeste;PFIZER/BIONTECH;69913;69851;62
Teresina;221100;PI;Nordeste;JANSSEN;6200;0;0
Teresina De Goiás;522108;GO;Centro-Oeste;BUTANTAN/SINOVAC;1545;821;724
Teresina De Goiás;522108;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;818;694;124
Teresópolis;330580;RJ;Sudeste;FIOCRUZ/ASTRAZENECA;37786;34318;3468
Teresópolis;330580;RJ;Sudeste;BUTANTAN/SINOVAC;37617;19994;17623
Teresópolis;330580;RJ;Sudeste;PFIZER/BIONTECH;7568;7528;40
Teresópolis;330580;RJ;Sudeste;JANSSEN;410;0;0
Terezinha;261510;PE;Nordeste;FIOCRUZ/ASTRAZENECA;1869;1684;185
Terezinha;261510;PE;Nordeste;BUTANTAN/SINOVAC;1790;937;853
Terezinha;261510;PE;Nordeste;PFIZER/BIONTECH;460;459;1
Terezinha;261510;PE;Nordeste;JANSSEN;70;0;0
Terezópolis De Goiás;522119;GO;Centro-Oeste;FIOCRUZ/ASTRAZENECA;1708;1637;71
Terezópolis De Goiás;522119;GO;Centro-Oeste;BUTANTAN/SINOVAC;998;557;441
Terezópolis De Goiás;522119;GO;Centro-Oeste;PFIZER/BIONTECH;305;305;0
Terra Alta;150796;PA;Norte;FIOCRUZ/ASTRAZENECA;2213;1944;269
Terra Alta;150796;PA;Norte;BUTANTAN/SINOVAC;1493;787;706
Terra Boa;412720;PR;Sul;FIOCRUZ/ASTRAZENECA;4555;4203;352
Terra Boa;412720;PR;Sul;BUTANTAN/SINOVAC;3946;2171;1775
Terra Boa;412720;PR;Sul;PFIZER/BIONTECH;709;709;0
Terra Boa;412720;PR;Sul;JANSSEN;125;0;0
Terra De Areia;432143;RS;Sul;FIOCRUZ/ASTRAZENECA;3374;2900;474
Terra De Areia;432143;RS;Sul;BUTANTAN/SINOVAC;3139;1619;1520
Terra De Areia;432143;RS;Sul;PFIZER/BIONTECH;623;618;5
Terra De Areia;432143;RS;Sul;JANSSEN;256;0;0
Terra Nova;261520;PE;Nordeste;FIOCRUZ/ASTRAZENECA;2310;2015;295
Terra Nova;261520;PE;Nordeste;BUTANTAN/SINOVAC;1792;911;881
Terra Nova;261520;PE;Nordeste;PFIZER/BIONTECH;670;670;0
Terra Nova;261520;PE;Nordeste;JANSSEN;60;0;0
Terra Nova;293170;BA;Nordeste;FIOCRUZ/ASTRAZENECA;2789;2515;274
Terra Nova;293170;BA;Nordeste;BUTANTAN/SINOVAC;2722;1532;1190
Terra Nova;293170;BA;Nordeste;PFIZER/BIONTECH;806;806;0
Terra Nova;293170;BA;Nordeste;JANSSEN;155;0;0
Terra Nova Do Norte;510805;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;2592;2409;183
Terra Nova Do Norte;510805;MT;Centro-Oeste;BUTANTAN/SINOVAC;1919;1028;891
Terra Nova Do Norte;510805;MT;Centro-Oeste;PFIZER/BIONTECH;413;413;0
Terra Nova Do Norte;510805;MT;Centro-Oeste;JANSSEN;49;0;0
Terra Rica;412730;PR;Sul;FIOCRUZ/ASTRAZENECA;4511;4168;343
Terra Rica;412730;PR;Sul;BUTANTAN/SINOVAC;4111;2132;1979
Terra Rica;412730;PR;Sul;PFIZER/BIONTECH;723;723;0
Terra Rica;412730;PR;Sul;JANSSEN;124;0;0
Terra Roxa;355440;SP;Sudeste;FIOCRUZ/ASTRAZENECA;2713;2397;316
Terra Roxa;355440;SP;Sudeste;BUTANTAN/SINOVAC;2248;1221;1027
Terra Roxa;355440;SP;Sudeste;PFIZER/BIONTECH;404;404;0
Terra Roxa;355440;SP;Sudeste;JANSSEN;403;0;0
Terra Roxa;412740;PR;Sul;BUTANTAN/SINOVAC;6856;3882;2974
Terra Roxa;412740;PR;Sul;FIOCRUZ/ASTRAZENECA;5298;4739;559
Terra Roxa;412740;PR;Sul;PFIZER/BIONTECH;656;656;0
Terra Roxa;412740;PR;Sul;JANSSEN;249;0;0
Terra Santa;150797;PA;Norte;FIOCRUZ/ASTRAZENECA;4336;3168;1168
Terra Santa;150797;PA;Norte;BUTANTAN/SINOVAC;843;444;399
Tesouro;510810;MT;Centro-Oeste;BUTANTAN/SINOVAC;1211;643;568
Tesouro;510810;MT;Centro-Oeste;FIOCRUZ/ASTRAZENECA;733;629;104
Tesouro;510810;MT;Centro-Oeste;PFIZER/BIONTECH;134;134;0
Tesouro;510810;MT;Centro-Oeste;JANSSEN;50;0;0
Teutônia;432145;RS;Sul;BUTANTAN/SINOVAC;11518;7105;4413
Teutônia;432145;RS;Sul;FIOCRUZ/ASTRAZENECA;9912;8476;1436
Teutônia;432145;RS;Sul;PFIZER/BIONTECH;2017;2017;0
Teutônia;432145;RS;Sul;JANSSEN;725;0;0
Theobroma;110160;RO;Norte;BUTANTAN/SINOVAC;1902;972;930
Theobroma;110160;RO;Norte;FIOCRUZ/ASTRAZENECA;1643;1603;40
Theobroma;110160;RO;Norte;PFIZER/BIONTECH;251;251;0
Tianguá;231340;CE;Nordeste;BUTANTAN/SINOVAC;12359;6831;5528
Tianguá;231340;CE;Nordeste;FIOCRUZ/ASTRAZENECA;10047;9105;942
Tianguá;231340;CE;Nordeste;PFIZER/BIONTECH;2092;2092;0
Tianguá;231340;CE;Nordeste;JANSSEN;684;0;0
Tibagi;412750;PR;Sul;FIOCRUZ/ASTRAZENECA;5436;5168;268
Tibagi;412750;PR;Sul;BUTANTAN/SINOVAC;3825;2027;1798
Tibagi;412750;PR;Sul;PFIZER/BIONTECH;788;788;0
Tibagi;412750;PR;Sul;JANSSEN;346;0;0
Tibau;241105;RN;Nordeste;FIOCRUZ/ASTRAZENECA;1278;1232;46
Tibau;241105;RN;Nordeste;BUTANTAN/SINOVAC;1219;713;506
Tibau;241105;RN;Nordeste;PFIZER/BIONTECH;367;366;1
Tibau;241105;RN;Nordeste;JANSSEN;53;0;0
Tibau Do Sul;241420;RN;Nordeste;FIOCRUZ/ASTRAZENECA;3568;3053;515
Tibau Do Sul;241420;RN;Nordeste;BUTANTAN/SINOVAC;2294;1267;1027
Tibau Do Sul;241420;RN;Nordeste;PFIZER/BIONTECH;622;619;3
Tibau Do Sul;241420;RN;Nordeste;JANSSEN;82;0;0
Tietê;355450;SP;Sudeste;FIOCRUZ/ASTRAZENECA;11902;10687;1215
Tietê;355450;SP;Sudeste;BUTANTAN/SINOVAC;9140;5094;4046
Tietê;355450;SP;Sudeste;PFIZER/BIONTECH;2224;2224;0
Tietê;355450;SP;Sudeste;JANSSEN;1010;0;0
Tigrinhos;421795;SC;Sul;BUTANTAN/SINOVAC;1056;603;453
Tigrinhos;421795;SC;Sul;FIOCRUZ/ASTRAZENECA;786;738;48
Tigrinhos;421795;SC;Sul;PFIZER/BIONTECH;88;88;0
Tigrinhos;421795;SC;Sul;JANSSEN;56;0;0
Tijucas;421800;SC;Sul;FIOCRUZ/ASTRAZENECA;6723;6681;42
Tijucas;421800;SC;Sul;BUTANTAN/SINOVAC;6152;3548;2604
Tijucas;421800;SC;Sul;PFIZER/BIONTECH;927;925;2
Tijucas;421800;SC;Sul;JANSSEN;10;0;0
Tijucas Do Sul;412760;PR;Sul;FIOCRUZ/ASTRAZENECA;4540;4227;313
Tijucas Do Sul;412760;PR;Sul;BUTANTAN/SINOVAC;3420;1814;1606
Tijucas Do Sul;412760;PR;Sul;PFIZER/BIONTECH;849;848;1
Tijucas Do Sul;412760;PR;Sul;JANSSEN;474;0;0
Timbaúba;261530;PE;Nordeste;FIOCRUZ/ASTRAZENECA;12305;11408;897
Timbaúba;261530;PE;Nordeste;BUTANTAN/SINOVAC;8894;4610;4284
Timbaúba;261530;PE;Nordeste;PFIZER/BIONTECH;2319;2318;1
Timbaúba;261530;PE;Nordeste;JANSSEN;427;0;0
Timbaúba Dos Batistas;241430;RN;Nordeste;FIOCRUZ/ASTRAZENECA;737;686;51
Timbaúba Dos Batistas;241430;RN;Nordeste;BUTANTAN/SINOVAC;684;364;320
Timbaúba Dos Batistas;241430;RN;Nordeste;PFIZER/BIONTECH;119;118;1
Timbaúba Dos Batistas;241430;RN;Nordeste;JANSSEN;36;0;0
Timbé Do Sul;421810;SC;Sul;FIOCRUZ/ASTRAZENECA;1580;1455;125
Timbé Do Sul;421810;SC;Sul;BUTANTAN/SINOVAC;1444;799;645
Timbé Do Sul;421810;SC;Sul;PFIZER/BIONTECH;309;309;0
Timbé Do Sul;421810;SC;Sul;JANSSEN;89;0;0
Timbiras;211210;MA;Nordeste;BUTANTAN/SINOVAC;6004;3289;2715
Timbiras;211210;MA;Nordeste;FIOCRUZ/ASTRAZENECA;4488;3945;543
Timbiras;211210;MA;Nordeste;JANSSEN;168;0;0
Timbiras;211210;MA;Nordeste;PFIZER/BIONTECH;1;1;0
Timbó;421820;SC;Sul;FIOCRUZ/ASTRAZENECA;10982;10709;273
Timbó;421820;SC;Sul;BUTANTAN/SINOVAC;9929;5521;4408
Timbó;421820;SC;Sul;PFIZER/BIONTECH;1944;1944;0
Timbó;421820;SC;Sul;JANSSEN;284;0;0
Timbó Grande;421825;SC;Sul;FIOCRUZ/ASTRAZENECA;1967;1736;231
Timbó Grande;421825;SC;Sul;BUTANTAN/SINOVAC;1135;735;400
Timbó Grande;421825;SC;Sul;PFIZER/BIONTECH;265;265;0
Timbó Grande;421825;SC;Sul;JANSSEN;54;0;0
Timburi;355460;SP;Sudeste;FIOCRUZ/ASTRAZENECA;1010;893;117
Timburi;355460;SP;Sudeste;BUTANTAN/SINOVAC;834;428;406
Timburi;355460;SP;Sudeste;PFIZER/BIONTECH;142;142;0
Timburi;355460;SP;Sudeste;JANSSEN;52;0;0
Timon;211220;MA;Nordeste;FIOCRUZ/ASTRAZENECA;35246;31109;4137
Timon;211220;MA;Nordeste;BUTANTAN/SINOVAC;23770;12620;11150
Timon;211220;MA;Nordeste;PFIZER/BIONTECH;17026;17003;23
Timon;211220;MA;Nordeste;JANSSEN;1162;0;0
Timóteo;316870;MG;Sudeste;FIOCRUZ/ASTRAZENECA;18535;16807;1728
Timóteo;316870;MG;Sudeste;BUTANTAN/SINOVAC;17106;9253;7853
Timóteo;316870;MG;Sudeste;PFIZER/BIONTECH;4705;4704;1
Timóteo;316870;MG;Sudeste;JANSSEN;1150;0;0
Tio Hugo;432146;RS;Sul;FIOCRUZ/ASTRAZENECA;1017;865;152
Tio Hugo;432146;RS;Sul;BUTANTAN/SINOVAC;881;461;420
Tio Hugo;432146;RS;Sul;PFIZER/BIONTECH;267;267;0
Tio Hugo;432146;RS;Sul;JANSSEN;79;0;0
Tiradentes;316880;MG;Sudeste;FIOCRUZ/ASTRAZENECA;1933;1866;67
Tiradentes;316880;MG;Sudeste;BUTANTAN/SINOVAC;1464;792;672
Tiradentes;316880;MG;Sudeste;PFIZER/BIONTECH;251;251;0
Tiradentes;316880;MG;Sudeste;JANSSEN;45;0;0
